"";"year";"ifs";"pop";"rgdpmad";"rgdppc";"rconpc";"gdp";"iy";"cpi";"ca";"imports";"exports";"narrowm";"money";"stir";"ltrate";"debtgdp";"revenue";"expenditure";"xrusd";"peg";"peg_strict";"crisisJST";"tloans";"tmort";"thh";"tbus";"hpnom";"peg_type";"peg_base";"eq_tr";"housing_tr";"bond_tr";"bill_rate";"rent_ipolated";"housing_capgain_ipolated";"housing_capgain";"housing_rent_rtn";"housing_rent_yd";"eq_capgain";"eq_dp";"eq_capgain_interp";"eq_tr_interp";"eq_dp_interp";"bond_rate";"eq_div_rtn";"capital_tr";"risky_tr";"safe_tr";"COUNTRY";"geo";"Yd_hh"
"53";1922;193;5574;5063,68855400072;21,6040276008866;23,9901;1659,4;0,1872279;4,416667;-10,2156;188;248;296,9;838,3;3,91666666666667;6,17;0,633672;128;142;0,452662361836742;0;0;0;396,984;33,474;33,474;363,51;1,3526832094928;"FLOAT";"HYBRID";0,212999999523163;0,0531940534710884;0,0647386014461517;0,0408467203378677;NA;NA;0,0231221299618483;0,030071921646595;0,029392309486866;0,148000001907349;0,0566202104091644;NA;NA;NA;0,0617000013589859;0,0650000050663948;0,0701658129692078;0,0803433805704117;0,0527926608920097;"Australia";"AU";NA
"54";1923;193;5697;5192,03089345269;22,1636398202238;26,3609;1818,34;0,1807947;4,416667;-136,2052;240;232;302;891,3;3,95833333333333;5,6;0,592318;128;150;0,435687530180402;0;0;0;439,116;36,416;36,416;402,7;1,36796776553227;"FLOAT";"HYBRID";0,162000000476837;0,0419126711785793;0,0409291870892048;0,0414687506854534;NA;NA;0,011303486302495;0,0306091848760843;0,0302670616656542;0,101999998092651;0,0544464625418186;NA;NA;NA;0,0560000017285347;0,0600000023841858;0,0544784404337406;0,0620599128305912;0,0411989688873291;"Australia";"AU";NA
"55";1924;193;5819;5417,42567451452;23,1464277836465;29,2334;1889,4;0,1848311;4,458333;-170,2578;256;234;306,8;895,5;4;5,97;0,588273;130;150;0,442320462278068;0;0;0;461,674;44,028;44,028;417,646;1,36796776553227;"FLOAT";"HYBRID";0,136999994516373;0,0316554605960846;0,0361213237047195;0,0414687506854534;NA;NA;0;0,0316554605960846;0,0316554605960846;0,0759999975562096;0,0566914528608322;NA;NA;NA;0,0597000010311604;0,0610000044107437;0,0459661819040775;0,0500282049179077;0,0387950390577316;"Australia";"AU";NA
"56";1925;193;5943;5553,08766616187;23,7384284837556;29,7612;2073,6;0,1753775;4,5;-39,6186;266;322;303,9;922,7;4,04166666666667;5,33;0,55302;136;164;0,414471419484155;1;1;0;464,144;49,522;49,522;414,622;1,36796776553227;"PEG";"HYBRID";0,177000001072884;0,0326736159622669;0,0899222642183304;0,0420907810330391;NA;NA;0;0,0326736159622669;0,0326736159622669;0,113999992609024;0,0565529614686966;NA;NA;NA;0,0533000007271767;0,063000001013279;0,0622566007077694;0,060209684073925;0,066006526350975;"Australia";"AU";NA
"57";1926;193;6064;5572,55936675462;23,8233470317794;29,5945;1997,8;0,1838457;4,5;-151,1568;274;288;315,9;969,2;4,04166666666667;5,12;0,604521;140;164;0,412574518456575;1;1;0;500,3;51,306;51,306;448,994;1,38325232157173;"PEG";"HYBRID";0,141000002622604;0,0443988144397736;0,0418688207864761;0,0420907810330391;NA;NA;0,0111698359251022;0,0332289785146713;0,032861914485693;0,0819999948143959;0,0545286498963833;NA;NA;NA;0,0511999987065792;0,0590000003576279;0,0563035234808922;0,0640454888343811;0,0419798009097576;"Australia";"AU";NA
"58";1927;193;6188;5543,79444085326;23,6978416687883;30,356;2082;0,1862348;4,583333;-251,9302;298;266;311,1;997,1;4,04166666666667;5,08;0,597108;152;178;0,414338344134098;1;1;0;555,236;56,358;56,358;498,878;1,39089459959147;"PEG";"HYBRID";0,123999997973442;0,0386597514152527;0,0581154003739357;0,0420907810330391;NA;NA;0,00552322436124086;0,0331365279853344;0,0329545140266418;0,0649999976158142;0,0553990602493286;NA;NA;NA;0,0507999993860722;0,0590000003576279;0,0529347881674767;0,0544605925679207;0,0501030907034874;"Australia";"AU";NA
"59";1928;193;6304;5451,77664974619;23,2971354332383;29,2924;2094,2;0,186314;4,625;-184,1698;268;276;301,2;1032,4;4,04166666666667;5,07;0,623232;148;170;0,4151414263418;1;1;0;539,32;65,154;65,154;474,166;1,4443905457296;"PEG";"HYBRID";0,177000001072884;0,0724077224731445;0,044860452413559;0,0420907810330391;NA;NA;0,038464579731226;0,0339431464672089;0,032685898244381;0,115000002086163;0,0556053817272186;NA;NA;NA;0,0507000014185905;0,061999998986721;0,0773959383368492;0,09458127617836;0,043475616723299;"Australia";"AU";NA
"60";1929;193;6396;5262,97686053784;22,4786177957306;28,0923;2061,6;0,1787383;4,625;-181,1944;260;278;302,3;1079,7;4,5;5,23;0,638435;150;168;0,436583222166147;1;1;0;597,618;72,432;72,432;525,186;1,48260193582827;"PEG";"HYBRID";-0,0530000030994415;0,0594573095440865;-0,0168139059096575;0,0434385202825069;NA;NA;0,0264540743082762;0,0330032370984554;0,0321526676416397;-0,101000003516674;0,0533926598727703;NA;NA;NA;0,0522999987006187;0,0480000004172325;0,0310375951230526;0,0399665236473083;0,0133123071864247;"Australia";"AU";NA
"61";1930;193;6469;4708,3011284588;20,0824775026237;29,4631;1885,8;0,1526181;4,25;-318,3928;238;196;247,8;1026,7;5,22;5,84;0,702682;154;164;0,530712819482895;0;0;0;632,534;77,214;77,214;555,32;1,2151222051376;"FLOAT";"HYBRID";-0,296000003814697;-0,148447051644325;-0,0443306714296341;0,0434385202825069;NA;NA;-0,180412784218788;0,0319657325744629;0,0390022359788418;-0,339000016450882;0,0650529488921165;NA;NA;NA;0,0584000013768673;0,0429999977350235;-0,104980029165745;-0,170456543564796;-0,000446075573563576;"Australia";"AU";NA
"62";1931;193;6527;4353,60808947449;18,5560691322449;23,6234;1549,8;0,1367521;4,083333;-60,6884;124;180;241,8;996;5,88;6,94;0,898135;140;148;0,552344988935701;0;0;0;583,194;74,712;74,712;508,482;1,04699208870347;"FLOAT";"HYBRID";0,177000001072884;-0,0995907932519913;0,0379565842449665;0,0428164899349213;NA;NA;-0,138364940881729;0,0387741513550282;0,0450006648898125;0,113000005483627;0,0575022473931313;NA;NA;NA;0,0693999975919724;0,0640000030398369;-0,0140184452757239;-0,0531582795083523;0,0403865352272987;"Australia";"AU";NA
"63";1932;193;6579;4563,76348989208;19,458898033762;23,2408;1457;0,0983471;3,916667;48,6544907635938;102;192;254,8;1060,5;4,17;5,25;0,98157;144;142;0,716986407472065;0;0;0;554,588;72,67;72,67;481,918;1,00113842058507;"FLOAT";"HYBRID";0,247999995946884;-0,00117392465472221;0,33444881439209;0,0328639894723892;NA;NA;-0,0437922030687332;0,042618278414011;0,0445701032876968;0,199000000953674;0,0408673845231533;NA;NA;NA;0,0524999983608723;0,0489999949932098;0,103076957166195;0,0441539660096169;0,183656394481659;"Australia";"AU";NA
"64";1933;193;6631;4842,40687679083;20,656360896301;25,0851;1522,2;0,1052215;3,916667;6,01409686902981;130;196;251,2;1063,6;3,35;4,32;0,952927;148;146;0,593316383027893;0;0;0;552,526;70,346;70,346;482,18;0,9629270304864;"FLOAT";"HYBRID";0,256000012159348;0,00390911847352982;0,0580587908625603;0,0276803895831108;NA;NA;-0,0381694883108139;0,0420786067843437;0,043748464435339;0,211000010371208;0,0371593721210957;NA;NA;NA;0,0432000011205673;0,0450000017881393;0,0543102920055389;0,0623288191854954;0,0428695902228355;"Australia";"AU";NA
"65";1934;193;6682;5059,86231667166;21,5910722085779;26,2182;1632,8;0,1135693;3,916667;30,6828439575575;136;228;286,3;1123,3;2,44;3,87;0,901475;148;158;0,500290582528323;0;0;0;554,696;67,226;67,226;487,47;1,01642297662453;"FLOAT";"HYBRID";0,232000008225441;0,100452229380608;0,0723716989159584;0,0259179696440697;NA;NA;0,0555524975061417;0,0448997355997562;0,0425367131829262;0,190999999642372;0,0344248525798321;NA;NA;NA;0,0386999994516373;0,0410000011324883;0,0987726449966431;0,131431117653847;0,049144834280014;"Australia";"AU";NA
"66";1935;193;6732;5317,58764111705;22,6990618929845;25,8;1724,4;0,1396648;3,958333;-68,2685288450248;166;208;297,2;1134,7;1,95;3,35;0,867318;154;160;0,512257856671635;0;0;0;587,414;65,442;65,442;521,972;1,1004880348416;"FLOAT";"HYBRID";0,101000003516674;0,126339271664619;0,0219612307846546;0,0233261696994305;NA;NA;0,0827118679881096;0,0436273999512196;0,04029456153512;0,061999998986721;0,0367231629788876;NA;NA;NA;0,033500000834465;0,0390000008046627;0,0829667896032333;0,120725139975548;0,0226437002420425;"Australia";"AU";NA
"67";1936;193;6783;5515,84844464101;23,5517898633074;28,0165;1895,4;0,1397713;4,083333;-43,8117056081195;190;248;313,1;1155,5;1,75;3,58;0,797776;164;168;0,504946822636257;0;0;0;607,232;64,024;64,024;543,208;1,13869942494027;"FLOAT";"HYBRID";0,197999998927116;0,0800522863864899;0,0369513407349586;0,0233261696994305;NA;NA;0,0347208976745605;0,045331384986639;0,0438102521002293;0,153999999165535;0,0381282493472099;NA;NA;NA;0,0357999987900257;0,0439999997615814;0,0801778882741928;0,109120488166809;0,0301387552171946;"Australia";"AU";NA
"68";1937;193;6841;5745,65122058179;24,5413591648917;28,7718;2067,6;0,1456028;4,166667;35,850812019456;206;296;341,4;1225,6;1,75;3,88;0,735469;166;180;0,507732440114177;0;0;0;609,006;63,516;63,516;545,49;1,17691081503893;"FLOAT";"HYBRID";0,0240000002086163;0,0822338610887527;-0,0121953003108501;0,0233261696994305;NA;NA;0,0335558094084263;0,0486780554056168;0,0470976568758488;-0,017000000923872;0,041709054261446;NA;NA;NA;0,0388000011444092;0,0410000011324883;0,0459822155535221;0,0684063658118248;0,00556543469429016;"Australia";"AU";NA
"69";1938;193;6904;5886,32676709154;25,1478334673458;29,1542;2236,2;0,1610124;4,25;-98,0576240933788;254;284;353,5;1281,7;1,75;3,84;0,686591;178;196;0,513415183460516;0;0;0;670,722;63,594;63,594;607,128;1,19983764909813;"FLOAT";"HYBRID";-0,00499999988824129;0,0683470442891121;-0,0168771576136351;0,0233261696994305;NA;NA;0,0194832235574722;0,0488638207316399;0,0479299910366535;-0,0509999990463257;0,0484720766544342;NA;NA;NA;0,0384000018239021;0,046000000089407;0,0343813970685005;0,051192831248045;0,0032245060428977;"Australia";"AU";NA
"70";1939;193;6971;5845,56132549132;24,9719235311533;26,1641;2190,4;0,1594283;4,375;-99,4739734697315;226;246;357,6;1294,7;1,75;3,91;0,71193;190;280;0,565962986020714;0;0;0;694,962;66,498;66,498;628,464;1,23040676117707;"FLOAT";"HYBRID";0,0530000030994415;0,0744854658842087;0,020138269290328;0,0241555497050285;NA;NA;0,0254783965647221;0,0490070693194866;0,0477894693613052;0,0020000000949949;0,0508982054889202;NA;NA;NA;0,0390999987721443;0,051000002771616;0,0532414279878139;0,0696702226996422;0,0221469104290009;"Australia";"AU";NA
"71";1940;193;7042;6166,13916500994;26,355417730126;24,345;2384,4;0,1454545;4,625;-104,987708012074;264;300;451,2;1400,2;1,58;3,3;0,677323;224;510;0,655393891728929;1;1;0;718,172;67,062;67,062;651,11;1,260975873256;"PEG";"GBR";0,0350000001490116;0,0731600075960159;0,119446590542793;0,0233261696994305;NA;NA;0,0248453766107559;0,0483146272599697;0,0471433326601982;-0,017000000923872;0,0528992861509323;NA;NA;NA;0,0329999998211861;0,0519999973475933;0,0675650984048843;0,0655172243714333;0,071386381983757;"Australia";"AU";NA
"72";1941;193;7111;6788,23006609478;29,0404227861175;23,7585;2583;0,1165501;4,875;-147,968564664641;248;270;500,4;1482,7;1,5;3,23;0,664942;300;846;0,622509960159363;1;1;0;688,544;64,138;64,138;624,406;1,36032548751253;"PEG";"GBR";-0,0549999997019768;0,123633041977882;-0,00333474879153073;0,0224968008697033;NA;NA;0,0787879303097725;0,0448451116681099;0,0415699034929276;-0,101000003516674;0,0511679649353027;NA;NA;NA;0,0322999991476536;0,046000000089407;0,0654695630073547;0,0958245396614075;0,00958102568984032;"Australia";"AU";NA
"73";1942;193;7173;7505,45211208699;32,1354457658808;24,0162;3006,8;0,0768923;5,166667;-142,120477543931;340;320;647,8;1653,6;1,5;3,24;0,652303;420;1394;0,622083981337481;1;1;0;678,284;60,574;60,574;617,71;1,47495965780853;"PEG";"GBR";0,184000000357628;0,126128107309341;0,0647120252251625;0,0215637497603893;NA;NA;0,0842663198709488;0,0418617837131023;0,0386083945631981;0,123999997973442;0,0533807836472988;NA;NA;NA;0,0324000008404255;0,0600000023841858;0,101167351007462;0,134166359901428;0,0431378856301308;"Australia";"AU";NA
"74";1943;193;7236;7702,83250414594;32,987971308199;21,791;3441,6;0,0503849;5,208333;-92,1766;488;252;888,9;2161,1;1,46;3,23;0,701784;588;1440;0,61980909879757;1;1;0;602,316;55,282;55,282;547,034;1,55138243800587;"PEG";"GBR";0,0889999940991402;0,0897300764918327;0,0542981177568436;0,0215637497603893;NA;NA;0,0518115758895874;0,0379185006022453;0,036050658673048;0,0450000017881393;0,0421052649617195;NA;NA;NA;0,0322999991476536;0,0440000034868717;0,0691137090325356;0,089626356959343;0,0379309356212616;"Australia";"AU";NA
"75";1944;193;7309;7362,02708988918;31,5136881490626;20,3669;3498,2;0,053012;5,25;368,4454;486;294;1147,1;2660,9;1,25;3,24;0,787298;684;1286;0,619578686493185;1;1;0;567,316;50,04;50,04;517,276;1,55138243800587;"PEG";"GBR";0,0799999982118607;0,0383628122508526;0,0493814386427402;0,0215637497603893;NA;NA;0;0,0383628122508526;0,0383628122508526;0,0359999984502792;0,0424710400402546;NA;NA;NA;0,0324000008404255;0,0439999960362911;0,0403687730431557;0,0440529137849808;0,0354725942015648;"Australia";"AU";NA
"76";1945;193;7389;6916,89809175802;29,5874844691555;23,0412;3422,4;0,0661506;5,375;272,1382;428;310;1253,3;3003,5;NA;3,25;0,897326;754;1102;0,62111801242236;1;1;0;548,124;45,27;45,27;502,854;1,55138243800587;"PEG";"GBR";0,141000002622604;0,039361510425806;0,0343641191720963;NA;NA;NA;0;0,039361510425806;0,039361510425806;0,096000000834465;0,0410583987832069;NA;NA;NA;0,0324999988079071;0,0450000055134296;NA;0,0577007122337818;NA;"Australia";"AU";NA
"77";1946;193;7474;6594,93283382392;28,1943749399537;23,4821;3534,4;0,0981261;5,5;100;356;394;1325,3;3003,9;NA;3,24;0,92494;782;960;0,622393726271239;1;1;0;NA;NA;NA;NA;1,55138243800587;"PEG";"GBR";0,133000001311302;0,039793711155653;0,0998429358005524;NA;NA;NA;0;0,039793711155653;0,039793711155653;0,0920000001788139;0,0375457890331745;NA;NA;NA;0,0324000008404255;0,0410000011324883;NA;0,0577984899282455;NA;"Australia";"AU";NA
"78";1947;193;7578;6664,39904988124;28,4954865971301;27,8467;3758,4;NA;5,916667;-91;416;618;1395;3045,9;NA;3,17;0,886607;862;956;0,623052959501558;1;1;0;NA;NA;NA;NA;1,55138243800587;"PEG";"GBR";0,166000008583069;0,0423122271895409;-0,0342647135257721;NA;NA;NA;0;0,0423122271895409;0,0423122271895409;0,127000004053116;0,0346051454544067;NA;NA;NA;0,031700000166893;0,0390000008046627;NA;0,0716907605528831;NA;"Australia";"AU";NA
"79";1948;193;7715;6967,45975372651;29,8148111185734;31,0284;4512,2;NA;6,416667;13;832;1023,2;1539;3217,9;2,25;3,129999999;0,744649;932;1100;0,620347304526044;1;1;0;861,055780113177;NA;NA;NA;1,55138243800587;"PEG";"GBR";0,0240000002086163;0,043197076767683;0,0579167939722538;0,0225000008940697;NA;NA;0;0,043197076767683;0,043197076767683;-0,0109999999403954;0,03538928180933;NA;NA;NA;0,031300000846386;0,0350000001490116;0,0393846146762371;0,0387551933526993;0,0402083992958069;"Australia";"AU";NA
"80";1949;193;7919;7236,79252430863;30,9978003787675;32,6629;5207,4;0,179310344827586;6,968818;62;1002,1;1069,2;2133;3522,9;1,99;3,119999999;0,654024;1077;1246;0,892856999892857;1;1;0;981,209377526273;NA;NA;NA;1,55138243800587;"PEG";"GBR";0,0810000002384186;0,0438000001013279;-0,0402037091553211;0,0198999997228384;NA;NA;0;0,0438000001013279;0,0438000001013279;0,0399999991059303;0,0394230782985687;NA;NA;NA;0,031199999153614;0,0410000011324883;0,026321142911911;0,0530961006879807;-0,0101518547162414;"Australia";"AU";NA
"81";1950;193;8267,337;7411,57642418593;31,7793749053946;33,7089;6145;0,204755614266843;7,609278;-56,24999099325;1403,6;1489;2729;4095;1,949999999;3,139999999;0,570583;1160;1784;0,892856999892857;1;1;0;1201,35596874158;NA;NA;NA;3,60715522531413;"PEG";"GBR";0,314000010490417;1,36313891410828;0,0498149022459984;0,0195000004023314;NA;NA;1,32512986660004;0,0380090810358524;0,0380090810358524;0,267000019550323;0,0370955020189285;NA;NA;NA;0,0313999988138676;0,0470000021159649;0,867059051990509;1,1890594959259;0,0346574522554874;"Australia";"AU";NA
"82";1951;193;8510,6;7507,34378304702;32,2020445794681;33,2588;8152,4;0,221115537848606;9,118934;-414,568345509147;2117,7;1819,6;2639;4871;2,009999999;3,529999999;0,451868;1620;2144;0,899280575941751;1;1;0;1489,90460792239;NA;NA;NA;4,21089518887307;"PEG";"GBR";-0,046000000089407;0,206815823912621;-0,0822643339633942;0,0200999993830919;NA;NA;0,167372673749924;0,0394431464374065;0,0337879657745361;-0,0830000042915344;0,0403489619493484;NA;NA;NA;0,035300001502037;0,0369999967515469;0,120845079421997;0,173263475298882;-0,0310821682214737;"Australia";"AU";NA
"83";1952;193;8691,212;7417,83769628448;31,8099415341231;32,5682;8796,8;0,257975217505932;10,68959;-389,830508822795;1752,6;1544;2639;4819;2,489999999;4,339999999;0,449222;2058;2188;0,892060660921729;1;1;0;1548,40635947184;204,245;284,786;1263,62;4,15739924273493;"PEG";"GBR";-0,133000001311302;0,0271380618214607;0,0146358795464039;0,0249000005424023;NA;NA;-0,0127051221206784;0,0398431830108166;0,0403559096157551;-0,174999997019768;0,0509090907871723;NA;NA;NA;0,0434000007808208;0,0419999994337559;0,0102519653737545;0,00693280063569546;0,0197679400444031;"Australia";"AU";NA
"84";1953;193;8857,924;7505,25743955356;32,1920243932293;31,174;9968,6;0,227018850360717;11,14706;341,659233133022;1291,6;1800,5;2963;5157;3,069999999;4,479999999;0,416291;2029;2182;0,892060660921729;1;1;0;1670;278,517;361,071;1308,93;4,1039032965968;"PEG";"GBR";0,129999995231628;0,0250424817204475;0,0874667838215828;0,0307000000029802;NA;NA;-0,0128686195239425;0,0379111021757126;0,0384053252637386;0,0769999995827675;0,0492107719182968;NA;NA;NA;0,0447999984025955;0,0530000030994415;0,0441374033689499;0,0389961339533329;0,0590833909809589;"Australia";"AU";NA
"85";1954;193;9064,017;7790,58556487703;33,4443452450757;32,861;10886,4;0,229679343773304;11,2233;-341,726618857865;1652,6;1496,9;3129;5600;3,339999999;4,459999999;0,400177;2085;2260;0,899280575941751;1;1;0;1961;324,936;429,639;1531,36;4,22617974491253;"PEG";"GBR";0,186000004410744;0,0701902508735657;0,0789832249283791;0,0333999991416931;NA;NA;0,0297960471361876;0,040394201874733;0,0392254404723644;0,130999997258186;0,0486295334994793;NA;NA;NA;0,044599998742342;0,0550000034272671;0,0782422423362732;0,0857728347182274;0,0561916120350361;"Australia";"AU";NA
"86";1955;193;9277,087;8027,41205294291;34,4849264038758;35,0316;11594,6;0,238176182381762;11,45204;-550,737595485794;1909,9;1595,9;3159;5766;3,789999999;4,519999999;0,39044;2184;2416;0,894054538126289;1;1;0;2300;352,788;463,531;1836,47;4,34081391520853;"PEG";"GBR";0,103000000119209;0,0708051100373268;-0,0978606343269348;0,0379000008106232;NA;NA;0,0271237846463919;0,0436813235282898;0,0425278097391129;0,0469999983906746;0,0534861534833908;NA;NA;NA;0,0452000014483929;0,0560000017285347;0,0500498414039612;0,0758857727050781;-0,0299803167581558;"Australia";"AU";NA
"87";1956;193;9500,606;8108,32487948663;34,8408960503596;35,0197;12550,8;0,239449626004248;12,16875;-210,43165477037;1726;1701,1;3090;5817;4,709999999;5,029999999;0,373724;2346;2722;0,899280575941751;1;1;0;2305;389,923;486,572;1818,43;4,80699287441227;"PEG";"GBR";0,0769999995827675;0,151625454425812;-0,00689030159264803;0,0471000000834465;NA;NA;0,107394702732563;0,0442307591438293;0,0399412773549557;0,017000000923872;0,0589970499277115;NA;NA;NA;0,0502999983727932;0,0599999986588955;0,11302825063467;0,140217587351799;0,0201048497110605;"Australia";"AU";NA
"88";1957;193;9712,569;8090,23853524232;34,761443058466;34,486;13658,8;0,227793331636549;12,46991;93,7081660810468;1713,3;1990,7;3239;6207;4,569999999;5,019999999;0,352268;2588;2766;0,892458724581398;1;1;0;2298;432,772;531,434;1766,57;5,32666777975413;"PEG";"GBR";0,167000010609627;0,14944238960743;0,0407916158437729;0,0456999987363815;NA;NA;0,10810923576355;0,0413331501185894;0,0373006090521812;0,104999996721745;0,0561085976660252;NA;NA;NA;0,0502000004053116;0,061999998986721;0,129647865891457;0,151846021413803;0,0432458072900772;"Australia";"AU";NA
"89";1958;193;9915,267;8305,4747794487;35,7055672729672;35,4616;13976,4;0,239137645107794;12,63384;-494,412159583838;1800;1485,9;3179;6354;4,289999999;4,97;0,3437;2758;2780;0,894054538126289;1;1;0;2512;488,475;601,232;1910,77;5,4795133401488;"PEG";"GBR";0,188999995589256;0,070866234600544;0,0930086523294449;0,0428999997675419;NA;NA;0,0286933481693268;0,0421728864312172;0,0409965589642525;0,12899999320507;0,0531443804502487;NA;NA;NA;0,0496999993920326;0,0600000061094761;0,0858318731188774;0,0898722633719444;0,0679543241858482;"Australia";"AU";NA
"90";1959;193;10131,73;8628,43844323116;37,1242839447793;35,7542;15011,4;0,235448510112707;12,86639;-313,199105285485;1864,8;1791,9;3274;6677;3,989999999;4,909999999;0,324622;2736;2996;0,894854586529957;1;1;0;2525;559,176;679,986;1845,01;5,63235890054347;"PEG";"GBR";0,442999988794327;0,0718202218413353;0,0728911235928535;0,0399000011384487;NA;NA;0,0278948303312063;0,0439253933727741;0,0427333526313305;0,380999982357025;0,0448950044810772;NA;NA;NA;0,049100000411272;0,061999998986721;0,13665497303009;0,152212232351303;0,056395560503006;"Australia";"AU";NA
"91";1960;193;10361,27;8790,90822141256;37,8391584438169;38,3253;16591;0,229719709746157;13,35436;-790,884719205754;2377;1830,2;3522;7192;4,389999999;4,989999999;0,31474;3030;3360;0,893655049950004;1;1;0;2809;593,455;738,427;2070,57;6,42715581459573;"PEG";"GBR";-0,061999998986721;0,180521711707115;-0,0136625301092863;0,0439000017940998;NA;NA;0,141113132238388;0,0394085831940174;0,0345352105796337;-0,0989999994635582;0,0410654842853546;NA;NA;NA;0,0498999990522861;0,0370000004768372;0,116693936288357;0,13452884554863;0,0151187358424067;"Australia";"AU";NA
